date,Unnamed: 0,index,Date_reported,Country,New_cases,Cumulative_cases,New_deaths,Cumulative_deaths,Case_pct_change,Mortality_rate
2020-02-01,117767,117767,2020-02-01,United Kingdom,2,2,0,0,inf,0.0
2020-02-07,117773,117773,2020-02-07,United Kingdom,1,3,0,0,inf,0.0
2020-02-10,117776,117776,2020-02-10,United Kingdom,4,7,0,0,inf,0.0
2020-02-11,117777,117777,2020-02-11,United Kingdom,1,8,0,0,-0.75,0.0
2020-02-13,117779,117779,2020-02-13,United Kingdom,1,9,0,0,inf,0.0
2020-02-23,117789,117789,2020-02-23,United Kingdom,1,10,0,0,inf,0.0
2020-02-25,117791,117791,2020-02-25,United Kingdom,1,11,0,0,inf,0.0
2020-02-26,117792,117792,2020-02-26,United Kingdom,2,13,0,0,1.0,0.0
2020-02-27,117793,117793,2020-02-27,United Kingdom,5,18,0,0,1.5,0.0
2020-02-28,117794,117794,2020-02-28,United Kingdom,4,22,0,0,-0.19999999999999996,0.0
2020-02-29,117795,117795,2020-02-29,United Kingdom,8,30,0,0,1.0,0.0
2020-03-01,117796,117796,2020-03-01,United Kingdom,12,42,0,0,0.5,0.0
2020-03-02,117797,117797,2020-03-02,United Kingdom,5,47,0,0,-0.5833333333333333,0.0
2020-03-03,117798,117798,2020-03-03,United Kingdom,22,69,0,0,3.4000000000000004,0.0
2020-03-04,117799,117799,2020-03-04,United Kingdom,39,108,0,0,0.7727272727272727,0.0
2020-03-05,117800,117800,2020-03-05,United Kingdom,56,164,0,0,0.4358974358974359,0.0
2020-03-06,117801,117801,2020-03-06,United Kingdom,56,220,0,0,0.0,0.0
2020-03-07,117802,117802,2020-03-07,United Kingdom,50,270,1,1,-0.1071428571428571,0.3703703703703704
2020-03-08,117803,117803,2020-03-08,United Kingdom,81,351,1,2,0.6200000000000001,0.5698005698005698
2020-03-09,117804,117804,2020-03-09,United Kingdom,68,419,0,2,-0.16049382716049387,0.47732696897374705
2020-03-10,117805,117805,2020-03-10,United Kingdom,57,476,1,3,-0.16176470588235292,0.6302521008403361
2020-03-11,117806,117806,2020-03-11,United Kingdom,147,623,4,7,1.5789473684210527,1.1235955056179776
2020-03-12,117807,117807,2020-03-12,United Kingdom,265,888,0,7,0.8027210884353742,0.7882882882882882
2020-03-13,117808,117808,2020-03-13,United Kingdom,405,1293,2,9,0.5283018867924529,0.6960556844547563
2020-03-14,117809,117809,2020-03-14,United Kingdom,481,1774,1,10,0.18765432098765422,0.5636978579481398
2020-03-15,117810,117810,2020-03-15,United Kingdom,479,2253,19,29,-0.004158004158004158,1.2871726586773191
2020-03-16,117811,117811,2020-03-16,United Kingdom,363,2616,14,43,-0.24217118997912312,1.6437308868501528
2020-03-17,117812,117812,2020-03-17,United Kingdom,442,3058,22,65,0.21763085399449045,2.1255722694571615
2020-03-18,117813,117813,2020-03-18,United Kingdom,610,3668,17,82,0.38009049773755654,2.2355507088331517
2020-03-19,117814,117814,2020-03-19,United Kingdom,770,4438,34,116,0.2622950819672132,2.6137899954934656
2020-03-20,117815,117815,2020-03-20,United Kingdom,1002,5440,46,162,0.3012987012987014,2.977941176470588
2020-03-21,117816,117816,2020-03-21,United Kingdom,1048,6488,32,194,0.045908183632734634,2.990135635018496
2020-03-22,117817,117817,2020-03-22,United Kingdom,1263,7751,58,252,0.20515267175572527,3.2511933944007225
2020-03-23,117818,117818,2020-03-23,United Kingdom,1190,8941,36,288,-0.05779889152810769,3.2211162062409127
2020-03-24,117819,117819,2020-03-24,United Kingdom,1375,10316,76,364,0.15546218487394947,3.528499418379217
2020-03-25,117820,117820,2020-03-25,United Kingdom,2325,12641,148,512,0.6909090909090909,4.050312475278854
2020-03-26,117821,117821,2020-03-26,United Kingdom,2376,15017,191,703,0.021935483870967776,4.681361124059399
2020-03-27,117822,117822,2020-03-27,United Kingdom,2690,17707,181,884,0.13215488215488214,4.992375896538092
2020-03-28,117823,117823,2020-03-28,United Kingdom,3086,20793,288,1172,0.14721189591078065,5.636512287789159
2020-03-29,117824,117824,2020-03-29,United Kingdom,3186,23979,292,1464,0.032404406999351876,6.105342174402603
2020-03-30,117825,117825,2020-03-30,United Kingdom,2814,26793,212,1676,-0.1167608286252354,6.255365207330272
2020-03-31,117826,117826,2020-03-31,United Kingdom,2856,29649,374,2050,0.014925373134328401,6.914229822253702
2020-04-01,117827,117827,2020-04-01,United Kingdom,4262,33911,403,2453,0.49229691876750703,7.233641001444958
2020-04-02,117828,117828,2020-04-02,United Kingdom,4512,38423,672,3125,0.05865790708587526,8.133149415714545
2020-04-03,117829,117829,2020-04-03,United Kingdom,4935,43358,657,3782,0.09375,8.722727063056414
2020-04-04,117830,117830,2020-04-04,United Kingdom,4858,48216,736,4518,-0.015602836879432647,9.37033349925336
2020-04-05,117831,117831,2020-04-05,United Kingdom,4896,53112,756,5274,0.007822149032523651,9.929959331224582
2020-04-06,117832,117832,2020-04-06,United Kingdom,4003,57115,599,5873,-0.18239379084967322,10.282762846887858
2020-04-07,117833,117833,2020-04-07,United Kingdom,3585,60700,567,6440,-0.10442168373719707,10.609555189456344
2020-04-08,117834,117834,2020-04-08,United Kingdom,5263,65963,1105,7545,0.46806136680613664,11.43823052317208
2020-04-09,117835,117835,2020-04-09,United Kingdom,5433,71396,1030,8575,0.03230096902907098,12.0104767774105
2020-04-10,117836,117836,2020-04-10,United Kingdom,5119,76515,1116,9691,-0.05779495674581259,12.665490426713715
2020-04-11,117837,117837,2020-04-11,United Kingdom,4854,81369,1122,10813,-0.05176792342254344,13.288844645995404
2020-04-12,117838,117838,2020-04-12,United Kingdom,4308,85677,843,11656,-0.1124845488257108,13.604584660994199
2020-04-13,117839,117839,2020-04-13,United Kingdom,3559,89236,657,12313,-0.17386258124419685,13.798242861625354
2020-04-14,117840,117840,2020-04-14,United Kingdom,3479,92715,724,13037,-0.022478224220286558,14.061370867712883
2020-04-15,117841,117841,2020-04-15,United Kingdom,4167,96882,1076,14113,0.1977579764300086,14.567205466443713
2020-04-16,117842,117842,2020-04-16,United Kingdom,4294,101176,880,14993,0.03047756179505634,14.818731715031234
2020-04-17,117843,117843,2020-04-17,United Kingdom,5042,106218,1036,16029,0.17419655333022832,15.090662599559396
2020-04-18,117844,117844,2020-04-18,United Kingdom,5274,111492,913,16942,0.04601348671162242,15.195709109173752
2020-04-19,117845,117845,2020-04-19,United Kingdom,4936,116428,1105,18047,-0.06408797876374672,15.500566873947847
2020-04-20,117846,117846,2020-04-20,United Kingdom,4699,121127,432,18479,-0.048014586709886564,15.255888447662372
2020-04-21,117847,117847,2020-04-21,United Kingdom,3852,124979,570,19049,-0.18025111725899123,15.24176061578345
2020-04-22,117848,117848,2020-04-22,United Kingdom,4844,129823,1224,20273,0.2575285565939771,15.61587700176394
2020-04-23,117849,117849,2020-04-23,United Kingdom,4767,134590,847,21120,-0.01589595375722541,15.692101939222825
2020-04-24,117850,117850,2020-04-24,United Kingdom,5492,140082,682,21802,0.1520872666247115,15.56374123727531
2020-04-25,117851,117851,2020-04-25,United Kingdom,5139,145221,1010,22812,-0.0642753095411508,15.708471915218874
2020-04-26,117852,117852,2020-04-26,United Kingdom,4948,150169,815,23627,-0.03716676396186025,15.733606803001951
2020-04-27,117853,117853,2020-04-27,United Kingdom,3746,153915,364,23991,-0.24292643492320132,15.58717473930416
2020-04-28,117854,117854,2020-04-28,United Kingdom,3471,157386,320,24311,-0.07341163908168713,15.446736050220478
2020-04-29,117855,117855,2020-04-29,United Kingdom,4697,162083,969,25280,0.3532123307404207,15.596947243079162
2020-04-30,117856,117856,2020-04-30,United Kingdom,4718,166801,769,26049,0.0044709388971684305,15.61681284884383
2020-05-01,117857,117857,2020-05-01,United Kingdom,5424,172225,634,26683,0.14963967782958876,15.493104949920165
2020-05-02,117858,117858,2020-05-02,United Kingdom,4960,177185,698,27381,-0.08554572271386429,15.453339729661089
2020-05-03,117859,117859,2020-05-03,United Kingdom,4730,181915,584,27965,-0.0463709677419355,15.37256410961163
2020-05-04,117860,117860,2020-05-04,United Kingdom,3227,185142,253,28218,-0.31775898520084567,15.241274265158635
2020-05-05,117861,117861,2020-05-05,United Kingdom,2980,188122,272,28490,-0.07654167957855595,15.144427552333061
2020-05-06,117862,117862,2020-05-06,United Kingdom,3384,191506,726,29216,0.13557046979865772,15.255918874604452
2020-05-07,117863,117863,2020-05-07,United Kingdom,3677,195183,647,29863,0.08658392434988182,15.3000005123397
2020-05-08,117864,117864,2020-05-08,United Kingdom,3822,199005,458,30321,0.0394343214577102,15.236300595462426
2020-05-09,117865,117865,2020-05-09,United Kingdom,3766,202771,579,30900,-0.0146520146520146,15.23886551824472
2020-05-10,117866,117866,2020-05-10,United Kingdom,3059,205830,275,31175,-0.18773234200743494,15.145994267113638
2020-05-11,117867,117867,2020-05-11,United Kingdom,2161,207991,217,31392,-0.29355998692383134,15.09296075310951
2020-05-12,117868,117868,2020-05-12,United Kingdom,2319,210310,187,31579,0.07311429893567789,15.01545337834625
2020-05-13,117869,117869,2020-05-13,United Kingdom,3574,213884,614,32193,0.5411815437688658,15.051616764227338
2020-05-14,117870,117870,2020-05-14,United Kingdom,3389,217273,447,32640,-0.051762730833799675,15.022575285470353
2020-05-15,117871,117871,2020-05-15,United Kingdom,3309,220582,352,32992,-0.0236057834169372,14.956796112103435
2020-05-16,117872,117872,2020-05-16,United Kingdom,2627,223209,350,33342,-0.20610456331217886,14.937569721651009
2020-05-17,117873,117873,2020-05-17,United Kingdom,2527,225736,411,33753,-0.038066235249333835,14.952422298614309
2020-05-18,117874,117874,2020-05-18,United Kingdom,2078,227814,67,33820,-0.1776810447170558,14.845444090354412
2020-05-19,117875,117875,2020-05-19,United Kingdom,1832,229646,146,33966,-0.11838306063522619,14.790590735305646
2020-05-20,117876,117876,2020-05-20,United Kingdom,2574,232220,500,34466,0.40502183406113534,14.841960210145553
2020-05-21,117877,117877,2020-05-21,United Kingdom,3051,235271,328,34794,0.18531468531468542,14.788903009720705
2020-05-22,117878,117878,2020-05-22,United Kingdom,2706,237977,273,35067,-0.11307767944936087,14.735457628258192
2020-05-23,117879,117879,2020-05-23,United Kingdom,2566,240543,291,35358,-0.05173688100517371,14.69924296279667
2020-05-24,117880,117880,2020-05-24,United Kingdom,2054,242597,220,35578,-0.19953234606391268,14.665474016578935
2020-05-25,117881,117881,2020-05-25,United Kingdom,1527,244124,379,35957,-0.25657254138266794,14.72899018531566
2020-05-26,117882,117882,2020-05-26,United Kingdom,1364,245488,104,36061,-0.10674525212835628,14.689516391839927
2020-05-27,117883,117883,2020-05-27,United Kingdom,1617,247105,131,36192,0.185483870967742,14.646405374233625
2020-05-28,117884,117884,2020-05-28,United Kingdom,1655,248760,422,36614,0.023500309214594894,14.718604277214986
2020-05-29,117885,117885,2020-05-29,United Kingdom,1826,250586,343,36957,0.10332326283987925,14.74823014853184
2020-05-30,117886,117886,2020-05-30,United Kingdom,1754,252340,274,37231,-0.03943044906900328,14.754299754299755
2020-05-31,117887,117887,2020-05-31,United Kingdom,1527,253867,154,37385,-0.12941847206385404,14.726214907806057
2020-06-01,117888,117888,2020-06-01,United Kingdom,1120,254987,60,37445,-0.266535690897184,14.685062375728958
2020-06-02,117889,117889,2020-06-02,United Kingdom,1082,256069,86,37531,-0.03392857142857142,14.656596464234251
2020-06-03,117890,117890,2020-06-03,United Kingdom,1440,257509,249,37780,0.3308687615526802,14.671331875779098
2020-06-04,117891,117891,2020-06-04,United Kingdom,1486,258995,254,38034,0.03194444444444455,14.685225583505474
2020-06-05,117892,117892,2020-06-05,United Kingdom,1362,260357,130,38164,-0.08344549125168232,14.658334517604674
2020-06-06,117893,117893,2020-06-06,United Kingdom,1254,261611,258,38422,-0.07929515418502198,14.686691308851692
2020-06-07,117894,117894,2020-06-07,United Kingdom,1124,262735,143,38565,-0.10366826156299835,14.67828800883019
2020-06-08,117895,117895,2020-06-08,United Kingdom,807,263542,54,38619,-0.2820284697508897,14.653831267881401
2020-06-09,117896,117896,2020-06-09,United Kingdom,721,264263,47,38666,-0.10656753407682773,14.631635908167242
2020-06-10,117897,117897,2020-06-10,United Kingdom,1099,265362,195,38861,0.5242718446601942,14.644523330393952
2020-06-11,117898,117898,2020-06-11,United Kingdom,1152,266514,164,39025,0.048225659690627865,14.642757978942944
2020-06-12,117899,117899,2020-06-12,United Kingdom,1190,267704,76,39101,0.03298611111111116,14.606057436571737
2020-06-13,117900,117900,2020-06-13,United Kingdom,1010,268714,131,39232,-0.1512605042016807,14.599909197138967
2020-06-14,117901,117901,2020-06-14,United Kingdom,1058,269772,107,39339,0.04752475247524757,14.582313954005604
2020-06-15,117902,117902,2020-06-15,United Kingdom,894,270666,27,39366,-0.15500945179584125,14.54412449291747
2020-06-16,117903,117903,2020-06-16,United Kingdom,818,271484,29,39395,-0.08501118568232657,14.510984072726202
2020-06-17,117904,117904,2020-06-17,United Kingdom,1044,272528,120,39515,0.2762836185819071,14.49942758175307
2020-06-18,117905,117905,2020-06-18,United Kingdom,1103,273631,110,39625,0.056513409961685745,14.481180860355735
2020-06-19,117906,117906,2020-06-19,United Kingdom,1012,274643,67,39692,-0.08250226654578419,14.452216149692509
2020-06-20,117907,117907,2020-06-20,United Kingdom,1028,275671,84,39776,0.015810276679841806,14.42879374326643
2020-06-21,117908,117908,2020-06-21,United Kingdom,995,276666,71,39847,-0.032101167315175094,14.402564825457413
2020-06-22,117909,117909,2020-06-22,United Kingdom,687,277353,31,39878,-0.3095477386934673,14.378066939964592
2020-06-23,117910,117910,2020-06-23,United Kingdom,637,277990,14,39892,-0.07278020378457062,14.350156480448936
2020-06-24,117911,117911,2020-06-24,United Kingdom,896,278886,94,39986,0.4065934065934067,14.337758080362587
2020-06-25,117912,117912,2020-06-25,United Kingdom,887,279773,87,40073,-0.010044642857142905,14.323397897581252
2020-06-26,117913,117913,2020-06-26,United Kingdom,778,280551,99,40172,-0.12288613303269447,14.318965179236573
2020-06-27,117914,117914,2020-06-27,United Kingdom,719,281270,77,40249,-0.0758354755784062,14.309737974188502
2020-06-28,117915,117915,2020-06-28,United Kingdom,671,281941,40,40289,-0.06675938803894299,14.289869157022213
2020-06-29,117916,117916,2020-06-29,United Kingdom,652,282593,31,40320,-0.028315946348733245,14.26786933858942
2020-06-30,117917,117917,2020-06-30,United Kingdom,446,283039,21,40341,-0.3159509202453987,14.25280615038917
2020-07-01,117918,117918,2020-07-01,United Kingdom,729,283768,53,40394,0.6345291479820627,14.234867920272897
2020-07-02,117919,117919,2020-07-02,United Kingdom,618,284386,97,40491,-0.15226337448559668,14.238042660327865
2020-07-03,117920,117920,2020-07-03,United Kingdom,660,285046,41,40532,0.06796116504854366,14.219459315338575
2020-07-04,117921,117921,2020-07-04,United Kingdom,607,285653,49,40581,-0.08030303030303032,14.206397272214891
2020-07-05,117922,117922,2020-07-05,United Kingdom,574,286227,32,40613,-0.054365733113673764,14.189087682154375
2020-07-06,117923,117923,2020-07-06,United Kingdom,401,286628,19,40632,-0.3013937282229965,14.175865581869182
2020-07-07,117924,117924,2020-07-07,United Kingdom,556,287184,11,40643,0.3865336658354115,14.1522508217728
2020-07-08,117925,117925,2020-07-08,United Kingdom,706,287890,54,40697,0.2697841726618706,14.136302059814513
2020-07-09,117926,117926,2020-07-09,United Kingdom,605,288495,57,40754,-0.14305949008498586,14.126414669231702
2020-07-10,117927,117927,2020-07-10,United Kingdom,702,289197,31,40785,0.16033057851239674,14.102843390491604
2020-07-11,117928,117928,2020-07-11,United Kingdom,718,289915,34,40819,0.02279202279202286,14.079644033596054
2020-07-12,117929,117929,2020-07-12,United Kingdom,564,290479,17,40836,-0.21448467966573814,14.058159109608612
2020-07-13,117930,117930,2020-07-13,United Kingdom,447,290926,9,40845,-0.20744680851063835,14.03965269518709
2020-07-14,117931,117931,2020-07-14,United Kingdom,370,291296,10,40855,-0.17225950782997768,14.02525266395694
2020-07-15,117932,117932,2020-07-15,United Kingdom,736,292032,44,40899,0.9891891891891893,14.004972057856675
2020-07-16,117933,117933,2020-07-16,United Kingdom,690,292722,26,40925,-0.0625,13.980841890940892
2020-07-17,117934,117934,2020-07-17,United Kingdom,774,293496,24,40949,0.12173913043478257,13.952149262681605
2020-07-18,117935,117935,2020-07-18,United Kingdom,706,294202,26,40975,-0.08785529715762275,13.927505591396388
2020-07-19,117936,117936,2020-07-19,United Kingdom,581,294783,9,40984,-0.1770538243626062,13.903108388204204
2020-07-20,117937,117937,2020-07-20,United Kingdom,498,295281,11,40995,-0.1428571428571429,13.883385656374776
2020-07-21,117938,117938,2020-07-21,United Kingdom,443,295724,10,41005,-0.11044176706827313,13.865969620321653
2020-07-22,117939,117939,2020-07-22,United Kingdom,813,296537,25,41030,0.835214446952596,13.83638466700614
2020-07-23,117940,117940,2020-07-23,United Kingdom,782,297319,17,41047,-0.03813038130381308,13.80571036496154
2020-07-24,117941,117941,2020-07-24,United Kingdom,797,298116,9,41056,0.019181585677749302,13.771820365226958
2020-07-25,117942,117942,2020-07-25,United Kingdom,798,298914,32,41088,0.0012547051442910462,13.745759649932756
2020-07-26,117943,117943,2020-07-26,United Kingdom,774,299688,15,41103,-0.03007518796992481,13.715263874429407
2020-07-27,117944,117944,2020-07-27,United Kingdom,523,300211,8,41111,-0.3242894056847545,13.694035195246009
2020-07-28,117945,117945,2020-07-28,United Kingdom,558,300769,3,41114,0.06692160611854692,13.669626856491194
2020-07-29,117946,117946,2020-07-29,United Kingdom,855,301624,21,41135,0.532258064516129,13.637840490146672
2020-07-30,117947,117947,2020-07-30,United Kingdom,841,302465,34,41169,-0.01637426900584793,13.611161622005852
2020-07-31,117948,117948,2020-07-31,United Kingdom,1038,303503,0,41169,0.23424494649227112,13.564610563981248
2020-08-01,117949,117949,2020-08-01,United Kingdom,925,304428,20,41189,-0.10886319845857417,13.529964392237245
2020-08-02,117950,117950,2020-08-02,United Kingdom,677,305105,13,41202,-0.26810810810810815,13.504203470936234
2020-08-03,117951,117951,2020-08-03,United Kingdom,543,305648,5,41207,-0.19793205317577545,13.481848400774748
2020-08-04,117952,117952,2020-08-04,United Kingdom,555,306203,1,41208,0.022099447513812098,13.45773882032508
2020-08-05,117953,117953,2020-08-05,United Kingdom,1040,307243,18,41226,0.8738738738738738,13.41804369831046
2020-08-06,117954,117954,2020-08-06,United Kingdom,1018,308261,14,41240,-0.02115384615384619,13.378273605808067
2020-08-07,117955,117955,2020-08-07,United Kingdom,1059,309320,18,41258,0.04027504911591362,13.338290443553602
2020-08-08,117956,117956,2020-08-08,United Kingdom,1083,310403,12,41270,0.022662889518413554,13.29561892120888
2020-08-09,117957,117957,2020-08-09,United Kingdom,944,311347,3,41273,-0.1283471837488458,13.25627033502812
2020-08-10,117958,117958,2020-08-10,United Kingdom,694,312041,5,41278,-0.26483050847457623,13.228389859024936
2020-08-11,117959,117959,2020-08-11,United Kingdom,615,312656,18,41296,-0.1138328530259366,13.208126503249579
